Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6956554,"Fullmetal Alchemist, Vol. 22 (Fullmetal Alchemist, #22)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421534134""","=""9781421534138""",5,4.64,VIZ Media LLC,Paperback,184,2010,2009,2020/08/14,2020/08/13,"manga, ebooks, fullmetal-alchemist, book-to-tv-or-movie","manga (#104), ebooks (#194), fullmetal-alchemist (#22), book-to-tv-or-movie (#204)",read,"Al wakes up and sees his father, Hohenheim. It takes some time that Al realises he was possessed by Pride.<br/><br/>This volume require the readers to understand various groups and who are fighting together with the key characters.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/08/14/fullmetal-alchemist-vol-22-fullmetal-alchemist-22-hiromu-arakawa-akira-watanabe/"">Fullmetal Alchemist, Vol. 22 (Fullmetal Alchemist #22), Hiromu Arakawa, Akira Watanabe</a>.",,,1,,,0,,,,,
6506079,"Fullmetal Alchemist, Vol. 21 (Fullmetal Alchemist, #21)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421532328""","=""9781421532325""",5,4.64,VIZ Media LLC,Paperback,192,2009,2008,2020/08/13,2020/08/12,"manga, book-to-tv-or-movie, ebooks, fullmetal-alchemist","manga (#103), book-to-tv-or-movie (#203), ebooks (#193), fullmetal-alchemist (#21)",read,"This volume explains the different groups are making their preparations for the Promised Day.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/08/13/fullmetal-alchemist-vol-21-fullmetal-alchemist-21-hiromu-arakawa-akira-watanabe/"">Fullmetal Alchemist Vol. 21 by Hiromu Arakawa</a>.",,,1,,,0,,,,,
6408558,"Fullmetal Alchemist, Vol. 20 (Fullmetal Alchemist, #20)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421530341""","=""9781421530345""",5,4.63,VIZ Media LLC,Paperback,200,2009,2008,2020/08/12,2020/08/12,"book-to-tv-or-movie, fullmetal-alchemist, manga, ebooks","book-to-tv-or-movie (#202), fullmetal-alchemist (#20), manga (#102), ebooks (#192)",read,"At Fort Briggs, the invading Drachma army is being overpowered by Brigg's cannons. <br/><br/>Meanwhile, in Asbec, Zampano, together with an Ishbalan, is looking for Dr Marcoh. Once they reach on the hilltop and found the doctor, the Ishbalan traveller shows his true identity.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/08/12/fullmetal-alchemist-vol-20-fullmetal-alchemist-20-hiromu-arakawa-akira-watanabe/"">Fullmetal Alchemist Vol. 20 by Hiromu Arakawa</a>.",,,1,,,0,,,,,
6065429,"Fullmetal Alchemist, Vol. 19 (Fullmetal Alchemist, #19)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421525682""","=""9781421525686""",5,4.62,VIZ Media LLC,Paperback,192,2009,2008,2020/08/01,2020/08/12,"book-to-tv-or-movie, ebooks, manga, fullmetal-alchemist","book-to-tv-or-movie (#201), ebooks (#191), manga (#101), fullmetal-alchemist (#19)",read,"Major General Armstrong is summoned to the Central City headquarter. She is questioned by King Bradley regarding the disappearance of Lieutenant General Raven. <br/><br/>This volume also tells the background of Hohenheim in more detailed and how his background is related to the Father.<br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/08/01/fullmetal-alchemist-vol-19-fullmetal-alchemist-19-hiromu-arakawa-akira-watanabe/"">Fullmetal Alchemist Vol. 19 by Hiromu Arakawa</a>.",,,1,,,0,,,,,
4341085,"Fullmetal Alchemist, Vol. 18 (Fullmetal Alchemist, #18)",Hiromu Arakawa,"Arakawa, Hiromu",Akira Watanabe,"=""1421525364""","=""9781421525365""",5,4.61,VIZ Media LLC,Paperback,192,2009,2007,2020/07/29,2020/08/11,"manga, ebooks, fullmetal-alchemist, book-to-tv-or-movie","manga (#100), ebooks (#190), fullmetal-alchemist (#18), book-to-tv-or-movie (#200)",read,"Winry arrived at North and picked up by Kimblee. In the meantime, Al is still in the cell. He realises this must be Kimblee's idea to separate him from Ed and has brought Winry as a bargaining chip.<br/><br/><b>Book Review:</b>  <a href=""https://chyneyee.com/2020/07/29/fullmetal-alchemist-vol-18-fullmetal-alchemist-18-hiromu-arakawa-akira-watanabe/"">Fullmetal Alchemist Vol. 18 by Hiromu Arakawa</a>.",,,1,,,0,,,,,
12456737,Mastering Manga with Mark Crilley: 30 Drawing Lessons from the Creator of Akiko,Mark Crilley,"Crilley, Mark",,"=""1440309310""","=""9781440309311""",0,4.39,Impact,Paperback,128,2012,2012,,2020/08/04,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
21904733,Drawing: Flowers with William F. Powell,William F. Powell,"Powell, William F.",,"=""1299934943""","=""9781299934948""",0,3.74,Walter Foster Publishing,ebook,35,2014,2002,,2020/08/04,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
17063634,"Drawing for the Absolute Beginner, Composition",Mark Willenbrink,"Willenbrink, Mark",,"=""1440323097""","=""9781440323096""",0,4.00,North Light Books,ebook,137,2011,2011,,2020/08/04,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
52757965,"Food Wars!: Shokugeki no Soma, Vol. 36",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki","=""1974715426""","=""9781974715428""",2,3.94,VIZ Media LLC,Paperback,248,2020,2019,2020/07/20,2020/07/19,"manga, food-wars, book-to-tv-or-movie, digital-copy","manga (#99), food-wars (#36), book-to-tv-or-movie (#199), digital-copy (#80)",read,"I have mixed feelings for the ending, and I'm not sure how to express my thoughts about it. Probably the story has lost its peak for quite some time and should be ended earlier. I don't feel surprised about the ending because there is nothing spectacular about it. I feel the entire story was really outstanding and exceptional up to the point after they become Elite Ten. And that's it, that is the full-stop for me. The remaining chapters or volumes are just irrelevant, especially the character 'Saiba'. It's not a bad idea to tell more about Erina's mother and to make Erina understand herself more, but I don't see there's a point of having Saiba exists in this story.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/20/food-wars-vol-36-shokugeki-no-soma-shokugeki-no-soma-yuto-tsukuda-shun-saeki-yuki-morisaki/"">Food Wars!, Vol. 36: Shokugeki no Soma: Shokugeki no Soma, Yuto Tsukuda, Shun Saeki & Yuki Morisaki</a>.",,,1,,,0,,,,,
51012608,"Food Wars!: Shokugeki no Soma, Vol. 35",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki","=""1974712583""","=""9781974712588""",2,3.80,VIZ Media LLC,Paperback,192,2020,2019,2020/07/20,2020/07/19,"digital-copy, food-wars, book-to-tv-or-movie, manga","digital-copy (#79), food-wars (#35), book-to-tv-or-movie (#198), manga (#98)",read,"Still not a fan for the cross knives skill and the revelation of Bookmaster is unexpected but not surprised. I guess my interest in this story is getting lesser as it goes by. Luckily, the next volume is the final volume else I don't know how long I can bear to see more damage added into this story.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/19/food-wars-vol-35-shokugeki-no-soma-the-god-tongue-in-despair-yuto-tsukuda-shun-saeki-yuki-morisaki/"">Food Wars!, Vol. 35: Shokugeki no Soma: The God Tongue in Despair, Yuto Tsukuda, Shun Saeki & Yuki Morisaki</a>.",,,1,,,0,,,,,
52197561,"Food Wars!: Shokugeki no Soma, Vol. 34",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki","=""1974711714""","=""9781974711710""",2,3.80,VIZ Media LLC,Paperback,192,2020,2019,2020/07/19,2020/07/19,"book-to-tv-or-movie, manga, food-wars, digital-copy","book-to-tv-or-movie (#197), manga (#97), food-wars (#34), digital-copy (#78)",read,"I have to admit that I feel confused and not really impressed with this volume. The wild ideas of the unusual tools to create the dishes have ruined this manga which beautifully started at the beginning.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/19/food-wars-vol-34-shokugeki-no-soma-crossed-knives-yuto-tsukuda-shun-saeki-yuki-morisaki/"">Food Wars!, Vol. 34: Shokugeki no Soma: Crossed Knives, Yuto Tsukuda, Shun Saeki & Yuki Morisaki</a>.",,,1,,,0,,,,,
43909431,"Food Wars!: Shokugeki no Soma, Vol. 33",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki","=""1974709922""","=""9781974709922""",2,3.90,VIZ Media LLC,Paperback,192,2019,2019,2020/07/18,2020/07/19,"book-to-tv-or-movie, manga, digital-copy, food-wars","book-to-tv-or-movie (#196), manga (#96), digital-copy (#77), food-wars (#33)",read,"The story is still acceptable so far until it reaches to the final part of the volume. It's a bit difficult for me to accept the 'chainsaw' cooking technique even though I've been reading a lot of unusual techniques all these time in this story. Maybe it's a bit far fetched and unconvincing to me. I will rate higher if not because of that part.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/18/food-wars-vol-33-shokugeki-no-soma-midnight-evolution-yuto-tsukuda-shun-saeki-yuki-morisaki-2/"">Food Wars!, Vol. 33: Shokugeki no Soma: The True Value of the Noir, Yuto Tsukuda, Shun Saeki & Yuki Morisaki</a>.",,,1,,,0,,,,,
43909420,"Food Wars!: Shokugeki no Soma, Vol. 32: A Subversive Visitor",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki","=""1974709477""","=""9781974709472""",3,3.81,VIZ Media LLC,Paperback,208,2019,2018,2020/07/17,2020/07/19,"book-to-tv-or-movie, digital-copy, food-wars, manga","book-to-tv-or-movie (#195), digital-copy (#76), food-wars (#32), manga (#95)",read,"To be honest, I have no idea what I'm reading. Probably it has been quite some time since I read the previous volume. The story seems derailed from the usual style. I still wish it ended after the new Elite Ten.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/17/food-wars-vol-32-shokugeki-no-soma-a-subversive-visitor-yuto-tsukuda-shun-saeki-yuki-morisaki/"">Food Wars!, Vol. 32: Shokugeki no Soma: A Subversive Visitor, Yuto Tsukuda, Shun Saeki & Yuki Morisaki</a>.",,,1,,,0,,,,,
9681926,Nancy's Mysterious Letter (Nancy Drew #8),Carolyn Keene,"Keene, Carolyn",,"=""1101077093""","=""9781101077092""",3,3.86,Grosset & Dunlap,ebook,192,1963,1932,2020/07/17,2020/07/19,"book-to-tv-or-movie, ebooks, children, classics, carolyn-keene, nancy-drew-series, mystery","book-to-tv-or-movie (#194), ebooks (#188), children (#47), classics (#40), carolyn-keene (#8), nancy-drew-series (#8), mystery (#32)",read,"This story shares a similar style to other stories before the seventh book. Only the seventh book has a unique style and slightly more to the real life. <br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/17/nancys-mysterious-letter-nancy-drew-mystery-stories-8-carolyn-keene/"">Nancy's Mysterious Letter (Nancy Drew #8) by Carolyn Keene</a>.",,,1,,,0,,,,,
9410301,"The Clue in the Diary (Nancy Drew, #7)",Carolyn Keene,"Keene, Carolyn",,"=""1101077085""","=""9781101077085""",4,3.96,Penguin Group (USA),ebook,192,1932,1932,2020/07/16,2020/07/19,"ebooks, mystery, children, classics, nancy-drew-series, carolyn-keene, book-to-tv-or-movie","ebooks (#187), mystery (#31), children (#46), classics (#39), nancy-drew-series (#7), carolyn-keene (#7), book-to-tv-or-movie (#193)",read,"This story has the most emotions and dramas comparing to other previous stories. Nancy feels blushed when she sees Ned, going to a dance party after asked by Ned, more teases and wittiness from her friends, and even slapped by a woman. There is a mere reflection of the real world which reduces the static of the characters and creates an imperfection world to the readers. This story is more adventurous, and I feel it's the best that I've read so far.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/16/the-clue-in-the-diary-nancy-drew-mystery-stories-7-carolyn-keene/"">The Clue in the Diary (Nancy Drew #7) by Carolyn Keene</a>.",,,1,,,0,,,,,
12697404,The Sweet Hereafter: A Novel,Russell Banks,"Banks, Russell",,"=""0062123157""","=""9780062123152""",3,3.85,Harper Perennial,ebook,272,2011,1991,2020/06/24,2020/06/28,"book-to-tv-or-movie, ebooks","book-to-tv-or-movie (#192), ebooks (#184)",read,"It was a simple story of a bus accident told by four different narrators who have a certain level of connections with it. Actually, not many authors can create different personalities and change their writing styles based on the narrator. The author has successfully created four different characters in a very convincing manner. <br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/06/24/the-sweet-hereafter-russell-banks/"">The Sweet Hereafter by Russell Banks</a>.",,,1,,,0,,,,,
54165810,Pizza Girl,Jean Kyoung Frazier,"Frazier, Jean Kyoung",,"=""""","=""9780008356422""",3,3.37,HQ,ebook,,2020,2020,2020/06/19,2020/06/18,"ebooks, literature-fiction, netgalley","ebooks (#182), literature-fiction (#18), netgalley (#7)",read,"This story wasn't really what I expected. It is more complicated and deeper than I thought. I didn't know I will end up with a dark story after reading the description of the book. Although dark stories are not my usual reading, I was surprisingly enthralled into the story. Sometimes, it has an unusual effect on me. It gave me the feeling as if I'm looking at the ceiling fan spinning around while falling into my thoughts. This is a great debut novel for the author, and I hope readers who love dark stories will appreciate better than me.<br/><br/>Random thought. The idea for ""The Helpful Sheep"" game reminds me of a game that I played a few months ago. The game is called ""<a href=""https://store.steampowered.com/app/274350/Dropsy/"">Dropsy</a>"", which it's about a clown that goes around the town helping others, and in return, he will get a hug from them. I'm wondering whether the author plays that game before, but it's ironic that a similar concept of a game comes from two different people appearing in a different form.<br/><br/><i>Thanks to NetGalley and HQ for providing me with a free review copy in exchange for my honest opinion.</i><br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/06/19/pizza-girl-jean-kyoung-frazier/"">Pizza Girl by Jean Kyoung Frazier</a>.",,Provided by Netgalley and publisher: HQ for a free review copy.,1,,,0,,,,,
53951951,The Perfect World of Miwako Sumida,Clarissa Goenawan,"Goenawan, Clarissa",,"=""""","=""9781925938463""",4,3.90,Scribe UK,ebook,,2020,2020,2020/06/10,2020/06/11,"netgalley, ebooks, literature-fiction","netgalley (#5), ebooks (#179), literature-fiction (#16)",read,"The ending was so unexpected and way better than what I can imagine. Fumi's story is like beautiful sceneries, and I was slowly driven past by the author to the destination. I loved every character in this story because everyone is so genuine, and this story is so successful portraying the different sides of them. <br/><br/><i>Thanks to NetGalley and Scribe UK for providing me with a free review copy in exchange for my honest opinion.</i><br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/06/10/the-perfect-world-of-miwako-sumida-clarissa-goenawan/"">The Perfect World of Miwako Sumida by Clarissa Goenawan</a>.",,Provided by Netgalley and publisher: Scribe UK for a free review copy.,1,,,0,,,,,
50809484,Different Like Me,Xochitl Dixon,"Dixon, Xochitl",Bonnie Lui,"=""1640700420""","=""9781640700420""",5,4.56,Our Daily Bread Publishing,Hardcover,32,2020,,2020/05/23,2020/05/22,"ebooks, netgalley, children, religion","ebooks (#175), netgalley (#3), children (#45), religion (#11)",read,This book is very well written with beautiful illustrations. It makes me happy when reading this book. What I loved about this book is the story begins with a Bible verse (Genesis 1.27) and ends with a different verse (Psalm 139.13-14). This is a simple story to teach our younger generations how to accept the differences and embrace the diversity in our society. <br/><br/><i>Thanks for NetGalley and Our Daily Bread Publishing for approving my request for a free copy.</i>,,Given a free review copy by NetGalley and Our Daily Bread Publishing.,1,,,0,,,,,
50809483,Stories Jesus Told: Looking for the Lost Sheep,Tim Ladwig,"Ladwig, Tim",,"=""162707967X""","=""9781627079679""",5,4.64,Our Daily Bread Publishing,Hardcover,32,2020,,2020/05/23,2020/05/22,"netgalley, religion, children, ebooks","netgalley (#2), religion (#10), children (#44), ebooks (#174)",read,"It was shorter than what I expected just because I was so fascinated with the beautiful illustrations and the story, and I was hoping for more. Then, I realised the description has stated that the story is for the specific parable - Luke 15: 1 - 7. Silly me.<br/><br/>The story of finding a single lost sheep and the joy when the lost sheep is found never fails to touch my heart. It’s like a message which keeps reminding us that no matter whatever mistakes we had made, or every time we feel ashamed with our actions, Jesus will always open His arms to welcome us back and forgives us if we sincerely repent. This is a beautifully illustrated story for children to understand such meaningful parable. We have to admit even adults like us sometimes do struggle with the meanings behind for some of the parables in the Bible. I really hope the publisher will create more beautiful illustrated parables for our young readers so that they can understand and love Jesus more.<br/><br/><i>Thanks for NetGalley and Our Daily Bread Publishing for approving my request for a free copy.</i>",,Provided by Netgalley and publisher: Our Daily Bread Publishing for a free review copy.,1,,,0,,,,,
48764543,"Heaven, My Home",Attica Locke,"Locke, Attica",,"=""1781257701""","=""9781781257708""",4,3.90,Serpent's Tail,Paperback,304,2020,2019,2020/05/22,2020/05/21,"ebooks, mystery-thriller, netgalley","ebooks (#173), mystery-thriller (#28), netgalley (#1)",read,"This story is heavily themed with racial issues which involve white supremacist and the black community. I have to admit that I need to search what is the Aryan Brotherhood of Texas (ABT) is. The pace is slow, but luckily there aren't many irrelevant details that diminished my interest in the story. However, there are a lot of geography and history lessons about the place itself. You have to be patient with the pace to enjoy the story. I don't recommend for those who are looking for a quick read. It also delves into racial discrimination faces by the black community generations ago.<br/><br/>The story can be challenging for non-American readers since we are not familiar with the state's legislation, geography and history but because I have a keen interest in racial issues, this is not a major concern for me. The author pulls off a solid twist, and the short bonding between Levi and Darren is pure and touching. And I can feel the bitterness for Darren to handle the truth about Ronnie Malvo.<br/><br/>I am surprised that I loved the story. To be honest, I was quite sceptical at the beginning because of my unfamiliarity with American culture and history as well as geography will probably hinder my interest. I am grateful that my patience has made me really enjoyed the story, and my knowledge about Texas have improved as well. The story not only touches on the racial divide but also a pinch of politics. What I loved the most is the other side of this story is the strong bonding families, tribals and communities and preservation of ancestral heritage.<br/><br/><i>Thanks to NetGalley and Serpent's Tail for providing me with a free review copy in exchange for my honest opinion.</i><br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/05/22/heaven-my-home-highway-59-2-attica-locke/"">Heaven, My Name (Highway 59 #2) by Attica Locke</a>.",,Given a free review copy by NetGalley and publisher: Serpent's Tail.,1,,,0,,,,,
49082901,Who Moved the Stone?,Frank Morison,"Morison, Frank",,"=""""","=""1230001341652""",3,3.96,CrossReach Publications,ebook,245,2016,1930,2020/03/22,2020/03/22,"religion, ebooks","religion (#9), ebooks (#172)",read,"To be honest, I didn't finish the last few chapters. I  was able to read up to Chapter 11. I feel bad of not finishing the book completely because the author is very detailed and analytical. But unfortunately, I was a bit struggling throughout the book and towards the end, I totally lost and I feel it's better that I don't continue reading it. It was not a bad book though, judging by how the author explained the scene and how he analysed each person that involved from Thursday until the Resurrection.",,,1,,,0,,,,,
12164604,What Was She Thinking?: Notes on a Scandal,Zoë Heller,"Heller, Zoë",,"=""1429932872""","=""9781429932875""",2,3.72,Henry Holt and Co.,ebook,272,2004,2003,2020/05/06,2020/05/10,"ebooks, book-to-tv-or-movie, literature-fiction","ebooks (#170), book-to-tv-or-movie (#189), literature-fiction (#15)",read,"This story is quite challenging to read, not only literally but also mentally as well. There were so many unusual words which really testing my interest with the story. Sometimes, I just lost what I had read because I have to look for the meaning of those words. As for mentality, it was quite disturbing to read an old woman telling a story of how a middle-aged woman falls in love with a fifteen-year-old boy. I know I should be open-minded in reading this book, but I just need some time to adapt such an unusual storyline.<br/><br/>I was surprised that the debate of gender inequality was brought up in a journalistic manner. Or maybe the author is trying to portray Barbara's defensiveness for her friend? I feel the debate of how the public views such issue based on gender shouldn't exist in the first place. And using the example of a thirty-two-year-old heir to the British throne engaged to a nineteen-year-old as a comparison seems invalid. I feel confused with this particular part.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/05/06/what-was-she-thinking-notes-on-a-scandal-zoe-heller/""> What Was She Thinking?: Notes On A Scandal by Zoe Heller</a>.",,,1,,,0,,,,,
24501910,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""0698185390""","=""9780698185395""",1,3.93,Riverhead Books,ebook,336,2015,2015,2020/05/02,2020/05/07,"book-to-tv-or-movie, mystery-crime, thriller, ebooks","book-to-tv-or-movie (#188), mystery-crime (#66), thriller (#55), ebooks (#169)",read,"There were so many tug-of-war emotions, and Rachel is so messed up and indecisive. It's like ""I shouldn't be here, but I really want to be here"", ""I shouldn't lie, but I really want to be part of it"", ""I shouldn't know, but I really want to know"". And there was a lot of shouldn't, but she did it in the end. I couldn't even catch up with her lies. There were too many to the extent that I no longer able to differentiate which version supposed is the truth.<br/><br/>Also, so many people want to speak to someone in this story. Everyone wants to talk to the other person to know something or get the truth out from that person, and that person either lies to that person or someone else. It's like circulating among all the characters in this story. And then someone will cover up for someone else for an unknown reason. Or I started to get confused. I feel I'm like in a merry-go-round.<br/><br/>I don't know whether the author is playing around with the characters, or Rachel is fooling everyone, including the readers like me. I was a bit disappointed with how the story progresses towards the ending. I mean the plot twist is alright, but I didn't get it how Rachel suddenly so sober instead of gradually remembers everything. It's like suddenly there is nothing wrong with her after being so messy in her life for more than 80% of the story. It's not very convincing to me.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/05/02/the-girl-on-the-train-paula-hawkins/"">The Girl on the Train by Paula Hawkins</a>.",,,1,,,0,,,,,
38126022,The Family Next Door,Sally Hepworth,"Hepworth, Sally",,"=""1760559180""","=""9781760559182""",1,3.84,Macmillan Australia,ebook,,2018,2018,2020/04/28,2020/04/29,"ebooks, mystery, australian","ebooks (#168), mystery (#29), australian (#15)",read,"There was a small spark of interest at the beginning of the story. As I went through the chapters, I'm looking for something different than the previous chapter that but it's a disappointment. This story keeps telling or rambling about these three women's lives with their husbands and children. I feel I'm reading a suburban mother's diary and not one but three. It keeps telling the readers what their husbands do when helping them taking care of the kids and even making sandwiches.<br/><br/>I feel sorry that there was a rage inside me about this book. I mean the author has put her effort and time to write this story. If I don't like to read it, I can just move on with a different book, and I don't have to be that harsh. In recent years, there are so many similar stories, and I've read quite a lot of them. I would prefer a story which focuses on the storyline itself, not too many irrelevant details, and most important is less judgemental or personal opinions from the author himself or herself.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/04/28/the-family-next-door-sally-hepworth/"">The Family Next Door by Sally Hepworth</a>.",,,1,,,0,,,,,
53199335,The Monkey's Paw,W.W. Jacobs,"Jacobs, W.W.",,"=""""","=""""",3,3.84,Project Gutenberg,ebook,,2004,1902,2020/04/30,2020/04/29,"ebooks, book-to-tv-or-movie, short-stories, horror","ebooks (#166), book-to-tv-or-movie (#186), short-stories (#10), horror (#27)",read,A very short story but enough to offers us a valuable lesson - be careful of what you wish for. ,,,1,,,0,,,,,
44436641,The Hunting Party,Lucy Foley,"Foley, Lucy",,"=""""","=""9780008297138""",3,3.66,HarperCollins,ebook,400,2018,2018,2020/04/07,2020/04/08,"mystery-crime, thriller, ebooks","mystery-crime (#65), thriller (#53), ebooks (#165)",read,"The entire story switches between days before the New Year and the current state. A lot of plot twists towards the end. The story is quite thrilling, but the pace is too slow for me.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/04/08/the-hunting-party-lucy-foley/"">The Hunting Party by Lucy Foley</a>.",,,1,,,0,,,,,
53003689,The Great Barbie Disaster,Tania Ingram,"Ingram, Tania",Christina Miesen,"=""""","=""9781743834459""",4,3.80,Scholastic,Paperback,64,2019,,,2020/01/19,"australian, children","australian (#11), children (#39)",read,"Sarah's dad keeps trying to build a barbecue by his own instead of buying one. When Uncle Tom, Aunty Sharon and cousin Jack joins them for the midday lunch, the self-built barbie comes into a test.<br/><br/>An interesting read and the drawings are lovely. Although it was a short story, I enjoyed reading it, and I felt the story is hilarious.",,,1,,,0,,,,,
52663752,Bush Holiday,Leonie Norrington,"Norrington, Leonie",Brenton E. McKenna,"=""1743834446""","=""9781743834442""",3,4.00,Scholastic,Paperback,64,2019,2013,,2020/01/19,"australian, children","australian (#10), children (#38)",read,"Aunty Doreen brings Tilithia and her mother for a bush holiday and she learns a lot about her own culture throughout the journey.<br/><br/>Although it's a very short story, I quite enjoyed reading the story as I get to understand more about Aboriginal culture and the simple drawing illustrates the beauty of some of the scenes.<br/>",,,1,,,0,,,,,
33641427,"I Know A Secret (Rizzoli & Isles, #12)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345543890""","=""9780345543899""",3,4.20,Ballantine Books,ebook,336,2017,2017,2020/03/17,2020/03/16,"ebooks, book-to-tv-or-movie, mystery-crime, thriller, rizzoli-isles-series","ebooks (#163), book-to-tv-or-movie (#184), mystery-crime (#63), thriller (#51), rizzoli-isles-series (#14)",read,"Miscarriage of justice is always an interesting reading to me but is something which I hate and painful to hear in the real world.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/03/17/i-know-a-secret-rizzoli-isles-12-tess-gerritsen/"">I Know A Secret (Rizzoli & Isles #12) by Tess Gerritsen</a>.",,,1,,,0,,,,,
18210945,Design Literacy: Understanding Graphic Design,Steven Heller,"Heller, Steven",,"=""1621534049""","=""9781621534044""",0,3.88,Allworth,Paperback,304,2014,1997,,2017/11/10,"abandoned, library-loan","abandoned (#4), library-loan (#104)",abandoned,,,,0,,,0,,,,,
21823883,Cabin Fever: The Sizzling Secrets of a Virgin Air Hostess,Mandy  Smith,"Smith, Mandy",Nicola Stow,"=""1922231398""","=""9781922231390""",0,3.35,Nero,ebook,304,2014,2014,,2020/02/18,"abandoned, library-loan, ebooks","abandoned (#5), library-loan (#103), ebooks (#160)",abandoned,"I forgot when was the last time I abandoned a book. Oh God! I gave up on chapter five. I've tried, but I can't take it anymore. I felt that I just had a hangover after reading those chapters.<br/><br/>Oh dear! Another disastrous choice in choosing something to read. When I reached chapter four, I tried to recall what I just read for the past three chapters. Not much of work-related content but a lot of gossips, woman criticising other women, and her sex life. <br/><br/>I wasn't expecting something spectacular about this book. I've read too many heavy stuff before this and I thought I'll read something light to take a break. I didn't know it will be way worse than what I prepared before reading this book.<br/><br/>A sudden realisation came to me, telling myself not to waste any more time in this book. Now I'm so awake. Maybe it's a knock to my head to choose a better book to read.  ",,,0,,,0,,,,,
20727187,Charlie Brown and Friends (Peanuts Amp! Series Book 2): A Peanuts Collection,Charles M. Schulz,"Schulz, Charles M.",,"=""1449451772""","=""9781449451776""",4,4.41,"Andrews McMeel Publishing, LLC",ebook,224,2014,1968,2020/02/16,2020/02/16,"comics, library-loan, ebooks","comics (#4), library-loan (#87), ebooks (#149)",read,"Although I'm not a big fan of the Peanuts comics, I enjoyed reading this collection of classic comic strips. Some of them are motivational, and a good laugh off. You can't get this style of drawing anymore, and you really miss the good old days of comics.",,"Library Loan online from Hornsby Library, Sydney.",1,,,0,,,,,
51153438,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""9780008292737""",2,3.96,HarperCollins Publishers,ebook,448,2018,2018,,2019/08/12,"ebooks, mystery-thriller, book-to-tv-or-movie","ebooks (#126), mystery-thriller (#19), book-to-tv-or-movie (#168)",read,"Well, I have to rate this book based on what I feel about the story before I dig more about the author and his fraud scandal. It was a great story, although I didn't like the overly-descriptive writing style. It's a shame after I briefly read about the author's past. Also, there was a rumour that this book is strikingly similar to a novel by Sarah A. Denzil, Saving April. I can try to forego the author's personality or his past because I have to admit that I enjoyed reading this book before I knew about the author's history. However, plagiarism doesn't deserve a good rating no matter how great the story is, although I'm not sure whether the rumour is true.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2019/08/11/the-woman-in-the-window-a-j-finn/"">The Woman in the Window by A.J. Finn</a>.",,,1,,,0,,,,,
